"case_id","case_name","case_status","case_state","court_name","case_type","case_ongoing","case_special_collections","case_causes_of_action","case_issues"
9796,"Christensen v. Utah State University","Coding Complete","Utah","District of Utah","Disability Rights","No","Multi-LexSum (in sample)","Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701","Hearing impairment, Disability (inc. reasonable accommodations), Communication skills, Failure to train, Disparate Impact, Disparate Treatment, Access to public accommodations - governmental, Reasonable Accommodations, Reasonable Modifications, Testing, School/University Facilities, School/University policies"
17909,"Donald J. Trump for President v. Murphy","Approved","New Jersey","District of New Jersey","Election/Voting Rights","No","COVID-19 (novel coronavirus), Healthy Elections COVID litigation tracker","42 U.S.C. § 1983","Election administration, Vote dilution, Voting: General & Misc."
10002,"DeToledo v. County of Suffolk","Approved","Massachusetts","District of Massachusetts","Jail Conditions","No","Strip Search Cases","42 U.S.C. § 1983, State law","Staff (number, training, qualifications, wages), Strip search policy (facilities), Female"
6506,"EEOC v. HOME QUALITY MANAGEMENT, INC.","Coding Complete","Maryland","District of Maryland","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Retaliation, Disparate Treatment, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
8691,"EEOC v. Prima Frutta Packing, Inc., J. Jesus Gonzalez Labor Contract","Coding Complete","California","Northern District of California","Equal Employment","No","EEOC Study — in sample, IWPR/Wage Project Consent Decree Study, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Indian, Sex discrimination, Female, National origin discrimination, Retaliation, Disparate Treatment, Hiring, Harassment / Hostile Work Environment, Direct Suit on Merits"
12318,"Biediger v. Quinnipiac University","Approved","Connecticut","District of Connecticut","Education","Yes","Multi-LexSum (in sample)","Title IX of the Education Amendments of 1972, 20 U.S.C. §§ 1681 et seq.","Funding, Sex discrimination, Female, Sports"
9931,"Taylor v. Crawford","Approved","Missouri","Western District of Missouri","Criminal Justice (Other)","No","Multi-LexSum (in sample)","42 U.S.C. § 1983","Lethal Injection - General"
6541,"EEOC v. YELLOW FREIGHT SYSTEM, INC.","Coding Complete","California","Central District of California","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Disparate Treatment, Direct Suit on Merits"
12310,"Hedges v. Obama","Coding Complete","New York","Southern District of New York","National Security","No","Multi-LexSum (in sample)","Ex Parte Young (Federal) or Bivens","Placement in detention facilities, Terrorism/Post 9-11 issues"
405,"Arnold v. Lewis","Approved","Arizona","District of Arizona","Mental Health (Facility)","No reason to think so",NULL,"42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201","Medication, administration of, Mental health care, unspecified, Confinement/isolation"
9714,"La Duke v. Nelson","Coding Complete","Washington","Eastern District of Washington","Immigration and/or the Border","No reason to think so",NULL,"Ex Parte Young (Federal) or Bivens","ICE/DHS/INS raid, Border police, Constitutional rights, Detention - procedures, Employment"
17660,"M.S. v. County of Ventura","Approved","California","Central District of California","Jail Conditions","No reason to think so",NULL,"42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701, State law, State Anti-Discrimination Law","Mental health care, Disciplinary procedures, Counseling, Placement in detention facilities, Placement in mental health facilities, Mental health care, general, Intellectual disability/mental illness dual diagnosis, Mental Illness, Unspecified, Mental health care, unspecified, Totality of conditions, Disability (inc. reasonable accommodations), Mental impairment, Improper treatment of mentally ill suspects, Disparate Treatment, Pattern or Practice, Reasonable Accommodations"
12511,"Citizens for Equal Protection v. Bruning","Coding Complete","Nebraska","District of Nebraska","Public Benefits/Government Services","No","Same-Sex Marriage, Multi-LexSum (in sample)","42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201","LGBTQ+, Public benefits (includes, e.g., in-state tuition, govt. jobs), Sexual orientation, Marriage, Male, Female"
5644,"EEOC v. Redstone Highlands Personal Care Center","Approved","Pennsylvania","Western District of Pennsylvania","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e, State Anti-Discrimination Law","Sex discrimination, Female, Retaliation, Disparate Treatment, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits, Private Party intervened in EEOC suit"
15325,"Rodriguez v. City of Highland Park","Approved","Illinois","Northern District of Illinois","Policing","No","Multi-LexSum (in sample)","42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201","Excessive force, Race discrimination, Hispanic, Aggressive behavior, Racial profiling, Disparate Treatment, Pattern or Practice, Pepper/OC spray, Assault/abuse by staff (facilities), Assault/abuse by non-staff (facilities)"
9844,"Richerson v. Fayette County","Coding Complete","Kentucky","Eastern District of Kentucky","Jail Conditions","No","Strip Search Cases","42 U.S.C. § 1983, State law","Strip search policy (facilities), Male"
744,"Handy v. Penal Institutions","Coding Complete","Massachusetts","Massachusetts state supreme court","Prison Conditions","Unknown",NULL,"42 U.S.C. § 1983","Crowding (General), Sanitation / living conditions, Recreation / Exercise, Fire safety, Totality of conditions"
9850,"Stanley v. Henson","Approved","Indiana","Southern District of Indiana","Jail Conditions","No","Strip Search Cases","42 U.S.C. § 1983","Strip search policy (facilities), Female"
8099,"EEOC v. WHEELS OF WELLNESS","Coding Complete","Pennsylvania","Eastern District of Pennsylvania","Equal Employment","No","EEOC Study — in sample, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Disparate Treatment, Harassment / Hostile Work Environment, Direct Suit on Merits"
17454,"Freeman v. Hansell","Coding Complete","New York","New York state trial court","Juvenile Institution","Yes","COVID-19 (novel coronavirus)","State law","Sanitation / living conditions, Juveniles, Medical care, general, Mitigation Requested, Release Requested, Mitigation Denied, Release Denied, Deinstitutionalization/decarceration"
9851,"Kelly v. Lapan","Coding Complete","New York","Southern District of New York","Prison Conditions","Yes",NULL,"Religious Freedom Rest. Act/Religious Land Use and Inst. Persons Act (RFRA/RLUIPA), Ex Parte Young (Federal) or Bivens","Library (non-law) access, Religious programs / policies, Male"
9503,"Prison Legal News v. Schumacher","Coding Complete","Oregon","District of Oregon","Prison Conditions","No",NULL,"42 U.S.C. § 1983","Mail"
5599,"EEOC v. INITIAL SECURITY","Coding Complete","Delaware","District of Delaware","Equal Employment","No","EEOC Study — in sample, IWPR/Wage Project Consent Decree Study","Title VII (including PDA), 42 U.S.C.  § 2000e","Race discrimination, Black, Retaliation, Disparate Treatment, Pay / Benefits, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
18207,"Busbee v. Pennsylvania Department of Corrections","Approved","Pennsylvania","Middle District of Pennsylvania","Prison Conditions","Yes",NULL,"42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., State law","Medical care, general, Excessive force, Failure to discipline, Failure to supervise, Solitary confinement/Supermax (conditions or process), Disability (inc. reasonable accommodations), Failure to train, Pepper/OC spray, Assault/abuse by staff (facilities), Assault/abuse by non-staff (facilities)"
9853,"Sundstrom and Fields v. Frank","Approved","Wisconsin","Eastern District of Wisconsin","Prison Conditions","No","Multi-LexSum (in sample), Transgender Healthcare Access Cases","42 U.S.C. § 1983, State law","LGBTQ+, Medical care, general, Mental health care, general, Gender identity, Female, Transgender"
8775,"EEOC v. BGS TELEMARKETING, INC.","Coding Complete","Maryland","District of Maryland","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Retaliation, Disparate Treatment, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
8656,"EEOC v. LUPIS SPORT BAR & CANTINA","Coding Complete","Puerto Rico","District of Puerto Rico","Equal Employment","No","EEOC Study — in sample, IWPR/Wage Project Consent Decree Study, Multi-LexSum (in sample)","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Female, Retaliation, Disparate Treatment, Harassment / Hostile Work Environment, Conditions of Employment (including assignment, transfer, hours, working conditions, etc.), Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
6426,"EEOC v. MARRIOTT OWNERSHIP RESORTS, INC.","Coding Complete","Hawaii","District of Hawaii","Equal Employment","No","EEOC Study — in sample, IWPR/Wage Project Consent Decree Study","Title VII (including PDA), 42 U.S.C.  § 2000e","Disparate Treatment, Direct Suit on Merits, Private Party intervened in EEOC suit"
44254,"G. K. v. Sununu","Approved","New Hampshire","District of New Hampshire","Child Welfare","Yes",NULL,"42 U.S.C. § 1983, Americans with Disabilities Act (ADA), 42 U.S.C. §§ 12111 et seq., Adoption Assistance and Child Welfare Act of 1980 (AACWA), 42 U.S.C. §§  620 et seq., Section 504 (Rehabilitation Act), 29 U.S.C. § 701, Declaratory Judgment Act, 28 U.S.C. § 2201, Ex parte Young (federal or state officials)","Access to lawyers or judicial system, Foster care (benefits, training), Adoption Assistance and Child Welfare Act, Mental impairment"
358,"Johnnie K. v. Crist","Approved","New Mexico","District of New Mexico","Juvenile Institution","No reason to think so",NULL,"42 U.S.C. § 1983","Mail, Language access/needs, Male, Confidentiality"
5465,"Detainees of Brooklyn House of Detention for Men v. Malcolm","Approved","New York","Eastern District of New York","Jail Conditions","No reason to think so",NULL,"42 U.S.C. § 1983","Crowding (General), Classification / placement, Visiting, Male"
17693,"Johns Hopkins University v. U.S. Department of Homeland Security","Coding Complete","District of Columbia","District of District of Columbia","Immigration and/or the Border","No","COVID-19 (novel coronavirus), Multi-LexSum (in sample)","Administrative Procedure Act, 5 U.S.C. §§ 551 et seq.","Visas - criteria, Visas - procedures, Admission - criteria, Admission - procedure, Deportation - procedure, Detention - criteria, School/University Facilities, School/University policies"
14340,"Betances v. Fischer","Approved","New York","Southern District of New York","Criminal Justice (Other)","Yes","Post-WalMart decisions on class certification, Multi-LexSum (in sample)","42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201","Over/Unlawful Detention (facilities), Courts"
15332,"Duke v. Dunn","Approved","Alabama","Northern District of Alabama","Prison Conditions","Yes","Multi-LexSum (in sample)","42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201","Suicide prevention (facilities), Classification / placement, Administrative segregation, Disciplinary segregation, Disciplinary procedures, Personal injury, Staff (number, training, qualifications, wages), Counseling, Recreation / Exercise, Funding, Incident/accident reporting & investigations, Rehabilitation, Sexual abuse by residents/inmates, Mental health care, general, Intellectual disability/mental illness dual diagnosis, Wound care, Mental health care, unspecified, Excessive force, Failure to discipline, Failure to supervise, Grievance procedures, Conditions of confinement, Solitary confinement/Supermax (conditions or process), Work release or work assignments, Law library access, Religious programs / policies, Totality of conditions, Education, Male, Failure to train, Pepper/OC spray, Assault/abuse by staff (facilities), Assault/abuse by non-staff (facilities)"
5636,"EEOC v. TEIJIN SEIKI AMERICA, INC.","Coding Complete","Washington","Western District of Washington","Equal Employment","No","EEOC Study — in sample","Title VII (including PDA), 42 U.S.C.  § 2000e","Sex discrimination, Race discrimination, Asian/Pacific Islander, Female, National origin discrimination, Retaliation, Disparate Treatment, Harassment / Hostile Work Environment, Discharge / Constructive Discharge / Layoff, Direct Suit on Merits"
18218,"McDonald v. Franklin County","Approved","Ohio","Southern District of Ohio","Jail Conditions","Yes","Strip Search Cases","42 U.S.C. § 1983, Declaratory Judgment Act, 28 U.S.C. § 2201","Search policies, Placement in detention facilities, Strip search policy (facilities), Conditions of confinement, Female, Unconstitutional conditions of confinement, Pattern or Practice"
