unique_id,text
7510264-313065874-319316042,Notice of Requirement to Complete Course in Financial Management
7510264-312970747-319220906,Confirming Chapter 13 Plan (PDF)
7510264-312712610-318962684,Notice of Requirement to Complete Course in Financial Management
7510264-311891421-318141328,Hearing Not Held
7510264-310565151-316814504,Notice of Appearance and Request for Notice
7510264-308769916-315016679,Meeting of Creditors Held Chapter 13
7510264-308092754-314337651,Creditor Request for Notices
7510264-307026976-313266508,Notice of Order To Pay Wages
7510264-307026975-313266507,Notice of Order To Pay Wages
7510264-307026974-313266506,Notice of Order To Pay Wages
7510264-306837191-313076292,Notice of Appearance and Request for Notice
7510264-306709698-312948450,Pay Wages (PDF)
7510264-306709687-312948439,Pay Wages (PDF)
7510264-306709682-312948434,Pay Wages (PDF)
7510264-306517677-312756183,Summary Assets and Liabilities AND Schedules A-J AND Legal Description AND Declaration About Individual Debtor's Schedules AND Statement of Financial Affairs AND Chapter 13 Statement of Monthly Income 122C-1 AND Chapter 13 Calculation of Disposable Income 122C-2
7510264-306517665-312756171,Employee Income Records
7510264-306517663-312756169,Employee Income Records
7510264-306517658-312756164,Employee Income Records
7510264-306517613-312756119,Chapter 13 Plan
7510264-306517606-312756112,Employee Income Records
7510264-305790138-312028457,Notice of Meeting of Creditors Chapter 13
7510264-305427247-311665265,Hearing (Case Owned) Sched/Cont/Resched
7510264-305350700-311588497,Meeting of Creditors Chapter 13 - Cleveland
7510264-305306104-311543858,ADI List of Creditors Uploaded
7510264-305167900-311405470,Voluntary Petition (Chapter 13)
7510264-305167891-311405461,Certificate of Credit Counseling
7510264-305167805-311405375,Auto-Docket of Credit Card
7510264-305167798-311405368,Declaration Re: Electronic Filing
7510264-305167792-311405362,Rights and Responsibilities
7510264-134742836-139305923,Close Bankruptcy Case
7510264-134726704-139289672,Chapter 13 Trustee's Final Report and Account (batch)
7510264-122597257-127024564,Dismissing Case
7510264-122019977-126442738,Hearing Not Held
7510264-117926014-122314084,Trustee's Motion to Dismiss Case
7510264-117925999-122314069,Notice of Hearing
7510264-109776534-114099926,Chapter 13 Trustee's Report of Receipts and Disbursements
7510264-84741462-88897470,Notice of Mortgage Payment Change
7510264-62120446-66235402,Expungement/Withdrawal of Claim
7510264-43317688-45578481,Chapter 13 Trustee's Report of Receipts and Disbursements
7510264-32958785-35123627,Chapter 13 Trustee's Report of Receipts and Disbursements
7510264-49549185-53051882,Notice of Intention to Pay Claim
7409280-357405749-363952123,Acknowledgment of Claim (batch)
7409280-356636681-363178980,Confirming Chapter 13 Plan
7409280-355760836-362274419,Objection to Claim
7409280-355280672-361781878,BNC Certificate of Mailing
7409280-355232204-361733326,Meeting of Creditors Held
7409280-355211896-361712889,Withdrawal
7409280-355080365-361580719,Amended Schedules/Statements
7409280-355080361-361580715,Response
7409280-355067243-361567568,Certificate of Financial Management Course
7409280-355067240-361567565,Certificate of Financial Management Course
7409280-354902514-361401863,Notice of Requirement for Financial Management Course
7409280-353909509-360399762,Objection to Confirmation Deadline Continued (ADI)
7409280-353795880-360284832,Statement Adjourning Meeting of Creditors
7409280-353559164-360044505,Schedule I (Chapter 13 Supplemental)
7409280-353549557-360034778,Objection to Confirmation of Plan
7409280-353185823-359663738,Acknowledgment of Claim (batch)
7409280-351918573-358365647,Acknowledgment of Claim (batch)
7409280-350218703-356657920,Certificate Regarding Confirmation Chapter 12/13
7409280-349782905-356221949,BNC Certificate of Mailing - Meeting of Creditors
7409280-349579288-356018238,Certificate of Service of EMPLOYER TO PAY TRUSTEE (batch)
7409280-349559121-355998066,Objection to Confirmation Deadline Updated (ADI)
7409280-349555423-355994365,Clerks Evidence of Repeat Filing
7409280-349511066-355949905,Auto Assignment Meeting of Creditors 13
7409280-349511063-355949902,Auto-Docket of Credit Card/Debit Card
7409280-349500937-355939763,Voluntary Petition (Chapter 13)
7409280-349500934-355939760,Certificate of Credit Counseling
7409280-349500932-355939758,Certificate of Credit Counseling
7409280-349500931-355939757,Pay Advice
7409280-349500922-355939748,Chapter 13 Plan
7409280-100198997-104444375,Close Bankruptcy Case 7 13
7409280-96395723-100612282,Chapter 13 Trustees Notice of Final Report (batch)
7409280-96383627-100600129,Chapter 13 Trustees Final Report and Account (batch)
7409280-94815430-99018627,BNC Certificate of Mailing - Order Dismissing Case
7409280-94548024-98749571,Dismissing Debtor(s)
7409280-94534142-98735551,Declaration
7409280-86674863-90846942,Notice of Payment Default (batch)
7409280-64911115-69046235,Certification of ALC Fees
7409280-62212332-66327868,Certification of ALC Fees
7409280-61588906-65700457,Post Confirmation Plan
7409280-59927715-64026784,Certification of ALC Fees
7409280-59820153-63918502,Notice of Amended Plan
7409280-58875947-62967477,Certificate Regarding Confirmation Chapter 12/13
7409280-58771497-62862060,Amended Plan POST CONFIRMATION
7409280-57072241-61149765,Certification of ALC Fees
7409280-56723338-60798108,Reconsider Dismissal of Case
7409280-56723288-60798058,Certificate of Service
7409280-55595423-59650208,Reconsider Dismissal of Case
7409280-55265610-59315758,BNC Certificate of Mailing - Order Dismissing Case
7409280-55183401-59232473,Dismissing Debtor(s)
7409280-55079554-59127881,Declaration
7409280-42112211-44362633,Notice of Payment Default (batch)
7409280-39151507-41372974,Certificate of Service of DEBTOR TO PAY TRUSTEE (batch)
7409280-39128960-41350269,Certificate of Service of RELEASING EMPLOYER (batch)
7409280-38518264-40734662,Notice of Payment Default (batch)
7409280-36965753-39168059,Pay Trustee Directly
7409280-33116082-35282203,Motion/Notice to Allow Claims (batch)
7409280-31397225-33550429,Notice of Payment Default (batch)
7409280-48183541-51678688,Stipulation Regarding NOD
63563214-210528909-216451916,Close Bankruptcy Case with Final Decree [Ch 7 No Asset
63563214-209213175-215115264,BNC Certificate of Mailing - Order of Discharge
63563214-209064205-214964280,Auto Discharge of Debtor(s) [Ch 7
63563214-203474485-209281521,BNC Certificate of Mailing
63563214-203315142-209120488,Order Re: Debtor's Compliance with 521(a)(1) Filing Requirements
63563214-203208162-209011701,Trustee's Statement Re: Debtor's Compliance with 521(a)(1) Filing Requirements [PAPERLESS
63563214-203131885-208934267,Ch 7 Trustee's Report of No Distribution
63563214-200077495-205815723,Certification of Financial Management Course (ADI)
63563214-199567675-205296660,BNC Certificate of Mailing - Meeting of Creditors
63563214-199445218-205171986,Meeting of Creditors 7 (No Asset) [Auto
63563214-199421153-205147640,Auto-Docket of Credit Card
63563214-199362680-205088331,Voluntary Petition Ch 7 [ECF
63563214-199362674-205088325,Meeting of Creditors 7 (No Asset) [Auto
63563214-199362670-205088321,Statement of Social Security Number(s)
63563214-199362669-205088320,Chapter 7 Statement of Your Monthly Income Form 122A-1 [Ch 7
63563214-199362667-205088319,Disclosure of Compensation
63563214-199362665-205088316,Certification of Budget and Credit Counseling Course
63563214-199362662-205088313,Payment Advices
6530474-55319975-59370847,Final Decree/Close Bankruptcy Case
6530474-36649816-38848812,BNC Certificate of Mailing - Order of Discharge
6530474-36282548-38478376,Discharging Debtor in a Chapter 7 Case (Individual)
6530474-33336350-35503975,BNC Certificate of Mailing - Order on Application to Employ
6530474-33021650-35186882,Employ
6530474-32979196-35144225,Employ
6530474-32005908-34161877,BNC Certificate of Mailing - Notice to File Claims
6530474-31496577-33650576,Notice To File Proofs of Claim
6530474-25617630-27684948,BNC Certificate of Mailing - Meeting of Creditors
6530474-25251305-27316798,Meeting of Creditors Chapter 7 No Asset (Individual/Joint)
29191310-258096356-264275969,Close Adversary Case
29191310-256101317-262275400,BNC Certificate of Mailing
29191310-256101316-262275399,BNC Certificate of Mailing - PDF Document
29191310-255728601-261902043,Agreed Order
29191310-255728599-261902041,Minute Entry (Generic)
29191310-253137712-259308489,BNC Certificate of Mailing - PDF Document
29191310-252829875-259000627,Scheduling Order
29191310-252269525-258439552,BNC Certificate of Mailing
29191310-251778710-257947813,Minute Entry To Set or Continue Hearings that are not related to a Document
29191310-250882782-257051285,BNC Certificate of Mailing - PDF Document
29191310-250619706-256788017,Extend Time
29191310-250554490-256722728,Extend/Shorten Time
29191310-248823853-254989515,BNC Certificate of Mailing - PDF Document
29191310-248538625-254704245,Telephonic Scheduling Conference
29191310-248504577-254670197,Answer to Complaint
29191310-246854360-253019531,Summons Issued (auto)
16077215-352391279-358851579,Certificate of Service
16077215-352197639-358652687,Pay Wages
16077215-352098104-358550323,Proposed Order Submitted(BK-Aty)
16077215-334642637-340947801,Sell under Section 363
16077215-334353065-340658163,Supplemental Document
16077215-334333720-340638818,Deficiency re Caption
16077215-334204660-340509757,Supplemental Document
16077215-334130485-340435582,Rejected Order
16077215-333203480-339505239,Shorten Time
16077215-333098827-339400340,Shorten Time
16077215-333098821-339400334,Sell under Section 363
16077215-319976105-326232131,BNC Certificate of Mailing
16077215-319736841-325992812,Auto-Docket of Credit Card/Debit Card
16077215-319714425-325970347,Transfer of Claim
16077215-314586245-320836926,Notice of Change of Debtor's Address
16077215-298248800-304480326,Notice of Allowance of Claims
16077215-284210890-290424687,Relief from Stay(Order)
16077215-284072991-290286578,Proposed Order Submitted(BK-Aty)
16077215-284061154-290274736,Deficiency re No Order Tendered
16077215-282085231-288296208,Relief from Stay
16077215-282085228-288296205,Auto-Docket of Credit Card/Debit Card
16077215-280115081-286323926,Certificate of Service
16077215-279930255-286138823,Confirming Chapter 13 Plan
16077215-279797122-286005461,Proposed Order Submitted(BK-Aty)
16077215-278893667-285101446,Chapter 13 Plan Recommendation: Recommended (Virtual)
16077215-278299766-284507386,Chapter 13 Plan Recommendation
16077215-278196942-284404519,Amendment to Ch 13 Plan
16077215-278196941-284404518,Certificate of Service Chapter 13 Plan
16077215-277706298-283913739,Chapter 13 Plan Recommendation
16077215-276633265-282840608,Meeting of Creditors Held
16077215-273889759-280094987,Personal Financial Management Course
16077215-273868138-280073361,Personal Financial Management Course
16077215-273686769-279891949,BNC Certificate of Mailing - Meeting of Creditors
16077215-273686768-279891948,BNC Certificate of Mailing
16077215-273486993-279692135,Certificate of Service
16077215-273407618-279612650,Pay Wages
16077215-273360115-279565144,Debtor (Ch 13)
16077215-273360081-279565110,Notice
16077215-273303927-279508951,Auto-Docket of Credit Card/Debit Card
16077215-273256867-279461879,Auto Assignment Meeting of Creditors 13
16077215-273176277-279381253,Voluntary Petition (Chapter 13)
16077215-273176275-279381251,Chapter 13 Plan
16077215-273176274-279381250,Certificate of Credit Counseling
16077215-273176245-279381221,Certificate of Service Chapter 13 Plan
16077215-273176242-279381218,Proposed Order Submitted(BK-Aty)
16077215-114060435-118415979,Close Bankruptcy Case
16077215-108966568-113283200,BNC Certificate of Mailing - Order of Discharge
16077215-108561865-112875963,Discharging Debtor (Chapter 13 after completion)
16077215-108404977-112716973,Chapter 13 Trustee's Final Report and Account
16077215-106837198-111136307,Certification re Request for Discharge
16077215-104997260-109279812,Certificate of Service
16077215-104693954-108974149,Hearing Held
16077215-104637902-108917680,Miscellaneous Relief Motion
16077215-102732342-106996055,Miscellaneous Relief
16077215-99355830-103594592,Certificate of Service
16077215-99183220-103420189,Vacating Order
16077215-99183080-103420048,Plan Completion Report
16077215-99126039-103362582,Proposed Order Submitted(BK-Aty)
16677460-115449089-119814670,Courtroom Minutes
16677460-115449087-119814668,Order Finding Probable Cause
16677460-115449084-119814665,JNC 1325a (FORM)
16677460-115449081-119814662,Minutes (Weekend)
16677460-115398250-119763588,Complaint with Initial Appearance (PO Case Only)
68296325-381158709-388950155,Notice of Merged Case
68296325-380433473-388203855,Notice of Lodgment of Information
68296325-380197419-387961807,Notice of Attorney Appearance - USA
68296325-380028367-387778434,Order re Rule 5(f) Advisal - Brady Advisal
68296325-380024766-387774537,~ .English
68296325-380024747-387774518,Initial Appearance (w/ Schedules)
68296325-380018733-387768176,Order Setting Conditions of Release (Pretrial Release Order)
68296325-380018729-387768172,Bond - Defendant
68296325-380018726-387768169,Abstract of Order
68296325-380018720-387768163,Stipulation of Fact and Joint Motion for Release of Material Witness
68296325-380018718-387768161,Abstract of Order for Material Witness
