unique_id,text,model,input_tokens,output_tokens,gpt_pred_sup,flp_sup
15112040-66511303-70651174,"Confirmation Hearing Continued . Confirmation hearing to be held on 9/12/2007 at 10:30 AM at 219 South Dearborn, Courtroom 680, Chicago, Illinois 60604. (Green, Josephine) (Entered: 08/22/2007)",gpt-4o-mini-2024-07-18,366,3,Minute Entry,Minute Entry
15112040-66511299-70651170,"CORRECTIVE ENTRY Incorrect Event Entered, Filer Notified to Refile (RE: 35 Application for Compensation, ). (Poindexter, Haley) (Entered: 08/03/2007)",gpt-4o-mini-2024-07-18,351,2,Other,Errata
15112040-66511289-70651160,"Incorrect Event Entered, Filer Notified to Refile Notice of Motion and Amended Application for Compensation for Dollie I Warren-Reed, Debtor's Attorney, Fee: $3000.00, Expenses: $0.00. Filed by Dollie I Warren-Reed. Hearing scheduled for 8/22/2007 at 10:30 AM at 219 South Dearborn, Courtroom 680, Chicago, Illinois 60604. (Attachments: 1 application for compensation2 Proposed Order) (Warren-Reed, Dollie) Modified on 8/3/2007 (Poindexter, Haley). (Entered: 08/02/2007)",gpt-4o-mini-2024-07-18,448,4,Request / Motion,Errata
15112040-66511284-70651155,"Order Withdrawing Motion To Dismiss Case under Section 521(a)(1) (Related Doc # 17). Signed on 8/1/2007. (Hatch-Edwards, Lashanda) (Entered: 08/02/2007)",gpt-4o-mini-2024-07-18,361,2,Order,Order
15112040-66511278-70651150,BNC Certificate of Service - PDF Document. (RE: 31 Modified Chapter 13 Plan). No. of Notices: 30. Service Date 08/02/2007. (Admin.) (Entered: 08/03/2007),gpt-4o-mini-2024-07-18,359,2,Other,Other
15112040-66511273-70651144,"CORRECTIVE ENTRY Notice of Motion Missing Filer Notified to File (RE: 32 Application for Compensation, ). (Poindexter, Haley) (Entered: 07/31/2007)",gpt-4o-mini-2024-07-18,349,2,Notice,Errata
15112040-66511260-70651131,"Modified Chapter 13 Plan Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 07/30/2007)",gpt-4o-mini-2024-07-18,351,2,Other,Other
15112040-66511254-70651125,"Amended Schedules : J. Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 07/30/2007)",gpt-4o-mini-2024-07-18,353,2,Other,Other
15112040-66511246-70651117,"Amended Schedules : I,J,. Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 07/27/2007)",gpt-4o-mini-2024-07-18,354,2,Other,Other
15112040-66511240-70651111,"Amended Schedules : A. Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 07/27/2007)",gpt-4o-mini-2024-07-18,353,2,Other,Other
15112040-66511234-70651105,"Affidavit domestic support Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 07/27/2007)",gpt-4o-mini-2024-07-18,351,2,Other,Other
15112040-66511228-70651099,"Amended Petition to correct: add prior bankruptcy Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 07/27/2007)",gpt-4o-mini-2024-07-18,355,3,Petition,Petition
15112040-66511222-70651093,"Objection to Confirmation of Plan Filed by James E. Trausch on behalf of Barclays Capital Real Estate Inc, dba HomeEq Servicing as servicing agent for Deutsche Bank National Trust Company as Trustee (RE: 20 Chapter 13 Plan). (Attachments: 1 Proposed Order)(Trausch, James) (Entered: 07/25/2007)",gpt-4o-mini-2024-07-18,380,3,Objection,Objection
15112040-66511216-70651087,"Order Denying for the Reasons Stated on the Record Motion to Extend Automatic Stay (Related Doc # 15. Signed on 7/18/2007. (Hatch-Edwards, Lashanda) (Entered: 07/20/2007)",gpt-4o-mini-2024-07-18,361,2,Order,Order
15112040-66511210-70651081,"Request for Service of Notices. Barclays Capital Real Estate Inc, dba HomeEq Servicing as servicing agent for Deutsche Bank National Trust Company as Trustee, Attn: Default Servicing, 701 Corporate Center Drive Filed by Barclays Capital Real Estate Inc, dba HomeEq Servicing as servicing agent for Deutsche Bank National Trust Company as Trustee. (Goldberg, Andrew) (Entered: 07/18/2007)",gpt-4o-mini-2024-07-18,392,4,Request / Motion,Request / Motion
15112040-66511204-70651074,BNC Certificate of Service - PDF Document. (RE: 20 Chapter 13 Plan). No. of Notices: 25. Service Date 07/19/2007. (Admin.) (Entered: 07/20/2007),gpt-4o-mini-2024-07-18,358,2,Other,Other
15112040-66511197-70651068,"Chapter 13 Statement of Current Monthly and Disposable Income Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 07/16/2007)",gpt-4o-mini-2024-07-18,356,2,Other,Other
15112040-66511190-70651061,"Chapter 13 Plan Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 07/16/2007)",gpt-4o-mini-2024-07-18,350,2,Other,Other
15112040-66511185-70651055,"Statement of Financial Affairs Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 07/16/2007)",gpt-4o-mini-2024-07-18,350,2,Other,Other
15112040-66511179-70651050,"Schedules A-J, Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 07/16/2007)",gpt-4o-mini-2024-07-18,350,2,Other,Other
15112040-66511167-70651039,"CORRECTIVE ENTRY to include text ""Amended"" (RE: 15 Motion to Extend Automatic Stay, ). (Poindexter, Haley) (Entered: 07/12/2007)",gpt-4o-mini-2024-07-18,348,2,Other,Errata
15112040-66511156-70651027,"CORRECTIVE ENTRY Docketed on Wrong Case, Filer Notified to Refile (RE: 13 Motion to Extend Automatic Stay, ). (Poindexter, Haley) (Entered: 07/09/2007)",gpt-4o-mini-2024-07-18,355,2,Other,Errata
15112040-66511148-70651020,"Docketed on Wrong Case, Filer Notified to Refile Notice of Motion and Motion to Extend Automatic Stay Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. Hearing scheduled for 7/18/2007 at 09:30 AM at 219 South Dearborn, Courtroom 680, Chicago, Illinois 60604. (Warren-Reed, Dollie) Modified on 7/9/2007 (Poindexter, Haley). (Entered: 07/06/2007)",gpt-4o-mini-2024-07-18,420,2,Notice,Errata
15112040-66511142-70651012,"Exhibit(s) Proposed Order Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack (RE: 9 Motion to Extend Automatic Stay, ). (Warren-Reed, Dollie) (Entered: 07/06/2007)",gpt-4o-mini-2024-07-18,363,6,Proposed Court Filings,Order
15112040-66511135-70651007,"Summary of Schedules Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Attachments: 1 Form 22c2 Chapter 13 plan) (Warren-Reed, Dollie) (Entered: 07/05/2007)",gpt-4o-mini-2024-07-18,365,2,Other,Other
15112040-66511130-70651001,"CORRECTIVE ENTRY Docketed on Wrong Case, Filer Notified to Refile (RE: 9 Motion to Extend Automatic Stay, ). (Poindexter, Haley) (Entered: 07/03/2007)",gpt-4o-mini-2024-07-18,355,2,Other,Errata
15112040-66511123-70650994,"Docketed on Wrong Case, Filer Notified to Refile Notice of Motion and Motion to Extend Automatic Stay Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. Hearing scheduled for 7/18/2007 at 09:30 AM at 219 South Dearborn, Courtroom 680, Chicago, Illinois 60604. (Attachments: 1 Affidavit 2 Exhibit 3 Schedule) (Warren-Reed, Dollie) Modified on 7/3/2007 (Poindexter, Haley). (Entered: 06/29/2007)",gpt-4o-mini-2024-07-18,435,2,Notice,Errata
15112040-66511113-70650984,BNC Certificate of Service - Meeting of Creditors. (RE: 7 Request for Chapter 13 341 Meeting of Creditors). No. of Notices: 16. Service Date 06/27/2007. (Admin.) (Entered: 06/27/2007),gpt-4o-mini-2024-07-18,367,2,Other,Other
15112040-66511106-70650977,"Request for Chapter 13 341 Meeting of Creditors . (Keith, Cynthia) (Entered: 06/25/2007)",gpt-4o-mini-2024-07-18,335,2,Other,Request / Motion
15112040-66511099-70650970,"Receipt of Voluntary Petition (Chapter 13)(07-11206) [misc,volp13a] ( 274.00) Filing Fee. Receipt number 7153229. Fee Amount $ 274.00 (U.S. Treasury) (Entered: 06/22/2007)",gpt-4o-mini-2024-07-18,370,2,Other,Other
15112040-66511091-70650963,"First Meeting of Creditors with 341(a) meeting to be held on 07/26/2007 at 02:00 PM at 224 South Michigan, Suite 800, Chicago, Illinois 60604. Confirmation hearing to be held on 08/22/2007 at 10:30 AM at 219 South Dearborn, Courtroom 680, Chicago, Illinois 60604. Proof of Claim due by 10/24/2007. Objection to Dischargeability due by 09/24/2007. (Warren-Reed, Dollie) (Entered: 06/22/2007)",gpt-4o-mini-2024-07-18,439,2,Other,Other
15112040-66511082-70650954,"Certificate of Credit Counseling Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 06/22/2007)",gpt-4o-mini-2024-07-18,350,2,Other,Other
15112040-66511074-70650946,"Statement of Social Security Number(s) Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 06/22/2007)",gpt-4o-mini-2024-07-18,353,2,Other,Other
15112040-66511068-70650939,"Declaration Re: Electronic Filing Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack. (Warren-Reed, Dollie) (Entered: 06/22/2007)",gpt-4o-mini-2024-07-18,351,2,Other,Other
15112040-66511060-70650931,"Chapter 13 Voluntary Petition Fee Amount $274, Filed by Dollie I Warren-Reed on behalf of Janice Beatrice Womack Government Proof of Claim due by 12/19/2007. Chapter 13 Plan due by 7/9/2007. (Warren-Reed, Dollie) (Entered: 06/22/2007)",gpt-4o-mini-2024-07-18,384,3,Petition,Petition
15128374-67036523-71176479,"Bankruptcy Case Closed and Trustee Discharged . (Scott, Kelvin) (Entered: 05/23/2008)",gpt-4o-mini-2024-07-18,332,2,Other,Other
15128374-67036519-71176475,BNC Certificate of Service - Order of Discharge. (RE: 18 Request for Discharge Order). No. of Notices: 14. Service Date 05/22/2008. (Admin.) (Entered: 05/23/2008),gpt-4o-mini-2024-07-18,361,2,Other,Other
15128374-67036515-71176471,"Request for Discharge Order (Scott, Kelvin) (Entered: 05/20/2008)",gpt-4o-mini-2024-07-18,328,4,Request / Motion,Request / Motion
15128374-67036511-71176467,"Order Granting Motion for Relief from Stay (Related Doc # 12). Signed on 5/2/2008. (Henley, Mary) (Entered: 05/08/2008)",gpt-4o-mini-2024-07-18,349,2,Order,Order
15128374-67036506-71176463,"Order Finding Presumption of Undue Hardship Rebutted (RE: 14 Reaffirmation Agreement). Signed on 4/29/2008 (Scott, Kelvin) (Entered: 04/30/2008)",gpt-4o-mini-2024-07-18,354,2,Order,Order
15128374-67036501-71176457,"Reviewed - Presumption of Undue Hardship (RE: 14 Reaffirmation Agreement). (Scott, Kelvin) (Entered: 04/25/2008)",gpt-4o-mini-2024-07-18,342,2,Other,Other
15128374-67036496-71176452,"Reaffirmation Agreement with Streator Onized Credit Union Filed by Streator Onized Credit Union. (Kohrt, James) (Entered: 04/24/2008)",gpt-4o-mini-2024-07-18,346,2,Other,Other
15128374-67036489-71176445,"Receipt of Motion for Relief Stay(08-02396) [motion,mrlfsty] ( 150.00) Filing Fee. Receipt number 8680996. Fee Amount $ 150.00 (U.S. Treasury) (Entered: 04/21/2008)",gpt-4o-mini-2024-07-18,366,4,Request / Motion,Other
15128374-67036486-71176440,"Notice of Motion and Motion for Relief from Stay as to 1029 7th Street, LaSalle, IL. Fee Amount $150, Filed by Jose G Moreno on behalf of Taylor, Bean & Whitaker Mortgage Corp.. Hearing scheduled for 5/2/2008 at 09:15 AM at Will County Court Annex, 57 N. Ottawa St., Rm 201 Joliet, IL 60432. (Attachments: 1 Statement Accompanying Relief From Stay 2 Proposed Order 3 Proposed Order ANNUL) (Moreno, Jose) (Entered: 04/21/2008)",gpt-4o-mini-2024-07-18,434,4,Request / Motion,Notice
15128374-67036482-71176437,"No Asset Report - Trustee has examined the debtor in accordance with Sec 341(d) of the Bankruptcy Code. The Trustee has neither received any property nor paid any money on account of this estate, and after diligent inquiry into the property of the estate, believes that there are no assets to be administered for the benefit of creditors. (Sullivan, Thomas) (Entered: 03/24/2008)",gpt-4o-mini-2024-07-18,389,2,Other,Other
15128374-67036478-71176434,"Debtor's Certification of Completion of Instructional Course Concerning Personal Financial Management Filed by Stephen J West on behalf of Larry D Bird, Lisa A Bird. (West, Stephen) (Entered: 03/06/2008)",gpt-4o-mini-2024-07-18,354,2,Other,Other
15128374-67036474-71176430,BNC Certificate of Service - Meeting of Creditors. (RE: 8 Request for Chapter 7 341 Meeting of Creditors). No. of Notices: 14. Service Date 02/06/2008. (Admin.) (Entered: 02/07/2008),gpt-4o-mini-2024-07-18,367,2,Other,Other
15128374-67036469-71176425,"Request for Chapter 7 341 Meeting of Creditors . (Sirmons, Dornesa) (Entered: 02/04/2008)",gpt-4o-mini-2024-07-18,338,2,Other,Request / Motion
15128374-67036464-71176420,"Meeting of Creditors with 341(a) meeting to be held on 03/20/2008 at 12:15 PM at Will County Court Annex, 57 N. Ottawa St., Rm 201 Joliet, IL 60432. Objections for Discharge due by 05/19/2008. (West, Stephen) (Entered: 02/02/2008)",gpt-4o-mini-2024-07-18,390,2,Other,Other
15128374-67036460-71176415,"Receipt of Voluntary Petition (Chapter 7)(08-02396) [misc,volp7a] ( 299.00) Filing Fee. Receipt number 8260509. Fee Amount $ 299.00 (U.S. Treasury) (Entered: 02/02/2008)",gpt-4o-mini-2024-07-18,370,2,Other,Other
15128374-67036454-71176411,"Certificate of Credit Counseling Filed by Stephen J West on behalf of Larry D Bird, Lisa A Bird. (West, Stephen) (Entered: 02/02/2008)",gpt-4o-mini-2024-07-18,343,2,Other,Other
15128374-67036449-71176405,"Statement of Social Security Number(s) Filed by Stephen J West on behalf of Larry D Bird, Lisa A Bird. (West, Stephen) (Entered: 02/02/2008)",gpt-4o-mini-2024-07-18,346,2,Other,Other
15128374-67036443-71176399,"Chapter 7 Statement of Current Monthly Income and Means Test Calculation - Form 22A. Filed by Stephen J West on behalf of Larry D Bird, Lisa A Bird. (West, Stephen) (Entered: 02/02/2008)",gpt-4o-mini-2024-07-18,357,2,Other,Other
15128374-67036437-71176394,"Declaration Re: Electronic Filing Filed by Stephen J West on behalf of Larry D Bird, Lisa A Bird. (West, Stephen) (Entered: 02/02/2008)",gpt-4o-mini-2024-07-18,344,2,Other,Other
15128374-67036431-71176387,"Chapter 7 Voluntary Petition Fee Amount $299, Filed by Stephen J West on behalf of Larry D Bird, Lisa A Bird (West, Stephen) (Entered: 02/02/2008)",gpt-4o-mini-2024-07-18,349,2,Other,Other
15476901-78255863-82398064,Bankruptcy Case Closed and Trustee Discharged (Admin.) (Entered: 01/10/2017),gpt-4o-mini-2024-07-18,329,2,Other,Other
15476901-78255860-82398062,"Chapter 13 Final Report and Account (Olivadoti, O.) (Entered: 01/09/2017)",gpt-4o-mini-2024-07-18,333,2,Other,Other
15476901-78255857-82398059,Order Case Reassigned. Judge LaShonda A. Hunt added to case. Involvement of Judge Pamela S. Hollis terminated. Signed on 12/19/2016 (ilnbadi) (Entered: 01/05/2017),gpt-4o-mini-2024-07-18,360,2,Order,Order
15476901-78255854-82398056,BNC Certificate of Notice - Notice of Dismissal (RE: 23 Order on Trustee's Motion to Dismiss). No. of Notices: 4. Notice Date 10/07/2016. (Admin.) (Entered: 10/11/2016),gpt-4o-mini-2024-07-18,364,2,Notice,Other
15476901-78255851-82398054,"(E)Order Withdrawing Motion to Dismiss for Failure to Make Plan Payments (Related Doc # 20 ). Signed on 10/05/2016. (Beckerman, Steve) (Entered: 10/05/2016)",gpt-4o-mini-2024-07-18,357,2,Order,Order
15476901-78255849-82398051,"(E)Order Granting Trustee's Motion To Dismiss Debtor (Related Doc # 21 ). Signed on 10/05/2016. (Beckerman, Steve) (Entered: 10/05/2016)",gpt-4o-mini-2024-07-18,355,2,Order,Order
15476901-78255847-82398049,"(E)Hearing Continued (RE: 20 Dismiss for Failure to Make Plan Payments). hearing scheduled for 10/05/2016 at 10:00 AM at Courtroom 644 219 South Dearborn, Chicago, IL, 60604.. Signed on 09/21/2016. (Beckerman, Steve) (Entered: 09/21/2016)",gpt-4o-mini-2024-07-18,389,3,Minute Entry,Minute Entry
15476901-78255845-82398047,"Notice of Motion and Motion to Dismiss Debtor for Material Default Filed by Marilyn O Marshall Hearing scheduled for 10/5/2016 at 9:00 AM at 219 South Dearborn, Courtroom 644, Chicago, Illinois 60604. (Attachments: # 1 Proposed Order) (Olivadoti, O.) (Entered: 09/20/2016)",gpt-4o-mini-2024-07-18,388,4,Request / Motion,Notice
15476901-78255843-82398045,"Notice of Motion and Motion to Dismiss Debtor for Failure to Make Plan Payments Filed by Marilyn O Marshall Hearing scheduled for 9/21/2016 at 9:00 AM at 219 South Dearborn, Courtroom 644, Chicago, Illinois 60604. (Attachments: # 1 Proposed Order) (Olivadoti, O.) (Entered: 09/06/2016)",gpt-4o-mini-2024-07-18,391,4,Request / Motion,Notice
15476901-78255841-82398043,"Order Modifying Chapter 13 Plan (RE: 2 Chapter 13 Plan/Modified Plan, 18 Motion to Modify Plan). Signed on 6/29/2016 (Roman, Felipe) (Entered: 06/29/2016)",gpt-4o-mini-2024-07-18,359,2,Order,Order
15476901-78255839-82398041,"Notice of Motion and Motion to Modify Plan Filed by Christopher Turnbull on behalf of Irecha I Smith. Hearing scheduled for 6/29/2016 at 09:30 AM at 219 South Dearborn, Courtroom 644, Chicago, Illinois 60604. (Attachments: # 1 Proposed Order) (Turnbull, Christopher) (Entered: 06/03/2016)",gpt-4o-mini-2024-07-18,390,4,Request / Motion,Notice
15476901-78255837-82398039,"Change of Name/Address for Debtor. Address changed to 7942 S. Elizabeth, #3, Chicago, IL 60620 Filed by Christopher Turnbull on behalf of Irecha I Smith. (Turnbull, Christopher) (Entered: 05/19/2016)",gpt-4o-mini-2024-07-18,366,2,Other,Other
15476901-78255835-82398037,"Debtor's Certification of Completion of Instructional Course Concerning Personal Financial Management Filed by Jason Blust on behalf of Irecha I Smith. (Blust, Jason) (Entered: 08/28/2015)",gpt-4o-mini-2024-07-18,353,2,Other,Other
15476901-78255832-82398034,"Order Granting Application For Compensation (Related Doc # 13). Jason Blust, fees awarded: $4000.00, expenses awarded: $0.00. Signed on 5/27/2015. (Roman, Felipe) (Entered: 05/28/2015)",gpt-4o-mini-2024-07-18,367,2,Order,Order
15476901-78255829-82398031,"Order Confirming Chapter 13 Plan (RE: 2 Chapter 13 Plan/Modified Plan). Signed on 5/27/2015 (Roman, Felipe) (Entered: 05/28/2015)",gpt-4o-mini-2024-07-18,352,2,Order,Order
15476901-78255826-82398028,"Notice of Motion and Application for Compensation for Jason Blust, Debtor's Attorney, Fee: $4000.00, Expenses: $0.00. Filed by Jason Blust. Hearing scheduled for 5/27/2015 at 10:30 AM at 219 South Dearborn, Courtroom 644, Chicago, Illinois 60604. (Attachments: # 1 341 meeting notice # 2 Service List # 3 Proposed Order) (Blust, Jason) (Entered: 04/29/2015)",gpt-4o-mini-2024-07-18,418,2,Notice,Notice
